"Date","Open","High","Low","Close"
"13 Nov 2019","-","-","-","10197.29"
"11 Nov 2019","-","-","-","10330.88"
"08 Nov 2019","-","-","-","10271.26"
"07 Nov 2019","-","-","-","10337.75"
"06 Nov 2019","-","-","-","10303.54"
"05 Nov 2019","-","-","-","10358.76"
"04 Nov 2019","-","-","-","10447.23"
"01 Nov 2019","-","-","-","10518.33"
"31 Oct 2019","-","-","-","10499.65"
"30 Oct 2019","-","-","-","10373.37"
"29 Oct 2019","-","-","-","10347.42"
"27 Oct 2019","-","-","-","10234.72"
"25 Oct 2019","-","-","-","10148.59"
"24 Oct 2019","-","-","-","10164.70"
"23 Oct 2019","-","-","-","10139.17"
"22 Oct 2019","-","-","-","10153.42"
"18 Oct 2019","-","-","-","10134.33"
"17 Oct 2019","-","-","-","9992.33"
"16 Oct 2019","-","-","-","9812.01"
"15 Oct 2019","-","-","-","9821.66"
"14 Oct 2019","-","-","-","9805.76"
"11 Oct 2019","-","-","-","9774.26"
"10 Oct 2019","-","-","-","9743.92"
"09 Oct 2019","-","-","-","9818.15"
"07 Oct 2019","-","-","-","9727.56"
"04 Oct 2019","-","-","-","9722.13"
"03 Oct 2019","-","-","-","9797.96"
"01 Oct 2019","-","-","-","9818.89"
"30 Sep 2019","-","-","-","9946.07"
"27 Sep 2019","-","-","-","9998.38"
"26 Sep 2019","-","-","-","10027.95"
"25 Sep 2019","-","-","-","9957.00"
"24 Sep 2019","-","-","-","10066.75"
"23 Sep 2019","-","-","-","10073.60"
"20 Sep 2019","-","-","-","9782.53"
"19 Sep 2019","-","-","-","9293.41"
"18 Sep 2019","-","-","-","9423.58"
"17 Sep 2019","-","-","-","9381.78"
"16 Sep 2019","-","-","-","9495.77"
"13 Sep 2019","-","-","-","9469.63"
"12 Sep 2019","-","-","-","9414.25"
"11 Sep 2019","-","-","-","9404.50"
"09 Sep 2019","-","-","-","9359.17"
"06 Sep 2019","-","-","-","9266.88"
"05 Sep 2019","-","-","-","9245.45"
"04 Sep 2019","-","-","-","9203.34"
"03 Sep 2019","-","-","-","9180.86"
"30 Aug 2019","-","-","-","9265.17"
"29 Aug 2019","-","-","-","9195.83"
"28 Aug 2019","-","-","-","9222.43"
"27 Aug 2019","-","-","-","9291.95"
"26 Aug 2019","-","-","-","9188.23"
"23 Aug 2019","-","-","-","9110.19"
"22 Aug 2019","-","-","-","8988.86"
"21 Aug 2019","-","-","-","9094.09"
"20 Aug 2019","-","-","-","9199.80"
"19 Aug 2019","-","-","-","9244.53"
"16 Aug 2019","-","-","-","9236.04"
"14 Aug 2019","-","-","-","9219.60"
"13 Aug 2019","-","-","-","9141.30"
"09 Aug 2019","-","-","-","9286.95"
"08 Aug 2019","-","-","-","9236.06"
"07 Aug 2019","-","-","-","9185.26"
"06 Aug 2019","-","-","-","9157.68"
"05 Aug 2019","-","-","-","9027.50"
"02 Aug 2019","-","-","-","9144.73"
"01 Aug 2019","-","-","-","9159.66"
"31 Jul 2019","-","-","-","9211.30"
"30 Jul 2019","-","-","-","9162.66"
"29 Jul 2019","-","-","-","9264.19"
"26 Jul 2019","-","-","-","9281.21"
"25 Jul 2019","-","-","-","9238.38"
"24 Jul 2019","-","-","-","9147.92"
"23 Jul 2019","-","-","-","9286.02"
"22 Jul 2019","-","-","-","9282.60"
"19 Jul 2019","-","-","-","9302.50"
"18 Jul 2019","-","-","-","9439.23"
"17 Jul 2019","-","-","-","9553.56"
"16 Jul 2019","-","-","-","9556.67"
"15 Jul 2019","-","-","-","9456.78"
"12 Jul 2019","-","-","-","9514.60"
"11 Jul 2019","-","-","-","9471.29"
"10 Jul 2019","-","-","-","9434.08"
"09 Jul 2019","-","-","-","9522.79"
"08 Jul 2019","-","-","-","9520.74"
"05 Jul 2019","-","-","-","9739.76"
"04 Jul 2019","-","-","-","9891.44"
"03 Jul 2019","-","-","-","9895.38"
"02 Jul 2019","-","-","-","9915.59"
"01 Jul 2019","-","-","-","9885.39"
"28 Jun 2019","-","-","-","9877.35"
"27 Jun 2019","-","-","-","9885.62"
"26 Jun 2019","-","-","-","9855.37"
"25 Jun 2019","-","-","-","9838.67"
"24 Jun 2019","-","-","-","9779.96"
"21 Jun 2019","-","-","-","9826.83"
"20 Jun 2019","-","-","-","9800.97"
"19 Jun 2019","-","-","-","9672.09"
"18 Jun 2019","-","-","-","9762.52"
"17 Jun 2019","-","-","-","9758.44"
"14 Jun 2019","-","-","-","9856.67"
"13 Jun 2019","-","-","-","9970.70"
"12 Jun 2019","-","-","-","10007.76"
"11 Jun 2019","-","-","-","10073.35"
"10 Jun 2019","-","-","-","10042.48"
"07 Jun 2019","-","-","-","9998.74"
"06 Jun 2019","-","-","-","10041.65"
"04 Jun 2019","-","-","-","10137.63"
"03 Jun 2019","-","-","-","10162.95"
"31 May 2019","-","-","-","10076.73"
"30 May 2019","-","-","-","10027.47"
"29 May 2019","-","-","-","9978.78"
"28 May 2019","-","-","-","10039.12"
"27 May 2019","-","-","-","9995.68"
"24 May 2019","-","-","-","9923.35"
"23 May 2019","-","-","-","9772.27"
"22 May 2019","-","-","-","9780.16"
"21 May 2019","-","-","-","9764.37"
"20 May 2019","-","-","-","9822.28"
"17 May 2019","-","-","-","9593.69"
"16 May 2019","-","-","-","9522.46"
"15 May 2019","-","-","-","9484.49"
"14 May 2019","-","-","-","9550.21"
"13 May 2019","-","-","-","9568.73"
"10 May 2019","-","-","-","9728.80"
"09 May 2019","-","-","-","9723.87"
"08 May 2019","-","-","-","9769.63"
"07 May 2019","-","-","-","9895.80"
"06 May 2019","-","-","-","9983.09"
"03 May 2019","-","-","-","10050.17"
"02 May 2019","-","-","-","10090.43"
"30 Apr 2019","-","-","-","10141.70"
"26 Apr 2019","-","-","-","10158.67"
"25 Apr 2019","-","-","-","10201.20"
"24 Apr 2019","-","-","-","10237.68"
"23 Apr 2019","-","-","-","10215.74"
"22 Apr 2019","-","-","-","10186.56"
"18 Apr 2019","-","-","-","10329.16"
"16 Apr 2019","-","-","-","10410.77"
"15 Apr 2019","-","-","-","10411.40"
"12 Apr 2019","-","-","-","10316.50"
"11 Apr 2019","-","-","-","10285.97"
"10 Apr 2019","-","-","-","10245.96"
"09 Apr 2019","-","-","-","10251.77"
"08 Apr 2019","-","-","-","10279.09"
"05 Apr 2019","-","-","-","10304.70"
"04 Apr 2019","-","-","-","10251.28"
"03 Apr 2019","-","-","-","10253.86"
"02 Apr 2019","-","-","-","10319.83"
"01 Apr 2019","-","-","-","10366.09"
"29 Mar 2019","-","-","-","10324.98"
"28 Mar 2019","-","-","-","10234.47"
"27 Mar 2019","-","-","-","10181.49"
"26 Mar 2019","-","-","-","10138.00"
"25 Mar 2019","-","-","-","10060.12"
"22 Mar 2019","-","-","-","10107.77"
"20 Mar 2019","-","-","-","10114.47"
"19 Mar 2019","-","-","-","10145.45"
"18 Mar 2019","-","-","-","10117.64"
"15 Mar 2019","-","-","-","10188.75"
"14 Mar 2019","-","-","-","10184.86"
"13 Mar 2019","-","-","-","10183.22"
"12 Mar 2019","-","-","-","10259.62"
"11 Mar 2019","-","-","-","10205.85"
"08 Mar 2019","-","-","-","9995.55"
"07 Mar 2019","-","-","-","9974.50"
"06 Mar 2019","-","-","-","10015.66"
"05 Mar 2019","-","-","-","9964.10"
"01 Mar 2019","-","-","-","9803.38"
"28 Feb 2019","-","-","-","9717.58"
"27 Feb 2019","-","-","-","9649.64"
"26 Feb 2019","-","-","-","9589.72"
"25 Feb 2019","-","-","-","9577.01"
"22 Feb 2019","-","-","-","9536.97"
"21 Feb 2019","-","-","-","9494.29"
"20 Feb 2019","-","-","-","9406.85"
"19 Feb 2019","-","-","-","9371.04"
"18 Feb 2019","-","-","-","9353.20"
"15 Feb 2019","-","-","-","9431.92"
"14 Feb 2019","-","-","-","9550.92"
"13 Feb 2019","-","-","-","9534.97"
"12 Feb 2019","-","-","-","9571.30"
"11 Feb 2019","-","-","-","9572.88"
"08 Feb 2019","-","-","-","9700.83"
"07 Feb 2019","-","-","-","9793.10"
"06 Feb 2019","-","-","-","9678.61"
"05 Feb 2019","-","-","-","9680.89"
"04 Feb 2019","-","-","-","9755.27"
"01 Feb 2019","-","-","-","9816.85"
"31 Jan 2019","-","-","-","9734.14"
"30 Jan 2019","-","-","-","9694.09"
"29 Jan 2019","-","-","-","9596.88"
"28 Jan 2019","-","-","-","9612.04"
"25 Jan 2019","-","-","-","9733.13"
"24 Jan 2019","-","-","-","9853.04"
"23 Jan 2019","-","-","-","9896.47"
"22 Jan 2019","-","-","-","9903.50"
"21 Jan 2019","-","-","-","9885.50"
"18 Jan 2019","-","-","-","9955.57"
"17 Jan 2019","-","-","-","9990.53"
"16 Jan 2019","-","-","-","9966.06"
"15 Jan 2019","-","-","-","9993.19"
"14 Jan 2019","-","-","-","9924.60"
"11 Jan 2019","-","-","-","9919.45"
"10 Jan 2019","-","-","-","9893.57"
"09 Jan 2019","-","-","-","9849.75"
"08 Jan 2019","-","-","-","9888.54"
"07 Jan 2019","-","-","-","9922.41"
"04 Jan 2019","-","-","-","9925.44"
"03 Jan 2019","-","-","-","9943.64"
"02 Jan 2019","-","-","-","10030.49"
"01 Jan 2019","-","-","-","10129.36"
"31 Dec 2018","-","-","-","10113.51"
"28 Dec 2018","-","-","-","10061.15"
"27 Dec 2018","-","-","-","9968.20"
"26 Dec 2018","-","-","-","9923.14"
"24 Dec 2018","-","-","-","9937.62"
"21 Dec 2018","-","-","-","10020.60"
"20 Dec 2018","-","-","-","10134.53"
"19 Dec 2018","-","-","-","10133.26"
"18 Dec 2018","-","-","-","9960.37"
"17 Dec 2018","-","-","-","9934.33"
"14 Dec 2018","-","-","-","9900.49"
"13 Dec 2018","-","-","-","9902.87"
"12 Dec 2018","-","-","-","9858.64"
"11 Dec 2018","-","-","-","9652.80"
"10 Dec 2018","-","-","-","9503.08"
"07 Dec 2018","-","-","-","9696.84"
"06 Dec 2018","-","-","-","9698.17"
"05 Dec 2018","-","-","-","9824.49"
"04 Dec 2018","-","-","-","9908.29"
"03 Dec 2018","-","-","-","9891.22"
"30 Nov 2018","-","-","-","9861.35"
"29 Nov 2018","-","-","-","9759.91"
"28 Nov 2018","-","-","-","9742.00"
"27 Nov 2018","-","-","-","9724.87"
"26 Nov 2018","-","-","-","9700.48"
"22 Nov 2018","-","-","-","9647.90"
"21 Nov 2018","-","-","-","9743.07"
"20 Nov 2018","-","-","-","9716.20"
"19 Nov 2018","-","-","-","9770.51"
"16 Nov 2018","-","-","-","9752.87"
"15 Nov 2018","-","-","-","9756.85"
"14 Nov 2018","-","-","-","9793.87"
"13 Nov 2018","-","-","-","9811.71"
"12 Nov 2018","-","-","-","9815.79"
"09 Nov 2018","-","-","-","9937.95"
"07 Nov 2018","-","-","-","9817.23"
"06 Nov 2018","-","-","-","9738.03"
"05 Nov 2018","-","-","-","9772.78"
"02 Nov 2018","-","-","-","9806.99"
"01 Nov 2018","-","-","-","9740.18"
"31 Oct 2018","-","-","-","9719.12"
"30 Oct 2018","-","-","-","9564.78"
"29 Oct 2018","-","-","-","9512.50"
"26 Oct 2018","-","-","-","9350.55"
"25 Oct 2018","-","-","-","9358.90"
"24 Oct 2018","-","-","-","9371.75"
"23 Oct 2018","-","-","-","9246.91"
"22 Oct 2018","-","-","-","9392.35"
"19 Oct 2018","-","-","-","9496.77"
"17 Oct 2018","-","-","-","9617.68"
"16 Oct 2018","-","-","-","9750.53"
"15 Oct 2018","-","-","-","9676.51"
"12 Oct 2018","-","-","-","9583.77"
"11 Oct 2018","-","-","-","9389.37"
"10 Oct 2018","-","-","-","9555.34"
"09 Oct 2018","-","-","-","9247.75"
"08 Oct 2018","-","-","-","9287.23"
"05 Oct 2018","-","-","-","9400.26"
"04 Oct 2018","-","-","-","9575.18"
"03 Oct 2018","-","-","-","9799.31"
"01 Oct 2018","-","-","-","9918.81"
"28 Sep 2018","-","-","-","9949.94"
"27 Sep 2018","-","-","-","10092.49"
"26 Sep 2018","-","-","-","10266.69"
"25 Sep 2018","-","-","-","10231.47"
"24 Sep 2018","-","-","-","10246.34"
"21 Sep 2018","-","-","-","10456.07"
"19 Sep 2018","-","-","-","10497.10"
"18 Sep 2018","-","-","-","10592.86"
"17 Sep 2018","-","-","-","10699.39"
"14 Sep 2018","-","-","-","10732.29"
"12 Sep 2018","-","-","-","10614.12"
"11 Sep 2018","-","-","-","10555.20"
"10 Sep 2018","-","-","-","10647.90"
"07 Sep 2018","-","-","-","10789.66"
"06 Sep 2018","-","-","-","10732.38"
"05 Sep 2018","-","-","-","10709.29"
"04 Sep 2018","-","-","-","10782.41"
"03 Sep 2018","-","-","-","10973.97"
"31 Aug 2018","-","-","-","11015.68"
"30 Aug 2018","-","-","-","10987.83"
"29 Aug 2018","-","-","-","10992.29"
"28 Aug 2018","-","-","-","10969.86"
"27 Aug 2018","-","-","-","10970.20"
"24 Aug 2018","-","-","-","10867.10"
"23 Aug 2018","-","-","-","10914.29"
"21 Aug 2018","-","-","-","10902.90"
"20 Aug 2018","-","-","-","10879.98"
"17 Aug 2018","-","-","-","10813.10"
"16 Aug 2018","-","-","-","10778.78"
"14 Aug 2018","-","-","-","10784.54"
"13 Aug 2018","-","-","-","10716.72"
"10 Aug 2018","-","-","-","10795.63"
"09 Aug 2018","-","-","-","10819.06"
"08 Aug 2018","-","-","-","10800.11"
"07 Aug 2018","-","-","-","10776.68"
"06 Aug 2018","-","-","-","10766.76"
"03 Aug 2018","-","-","-","10766.04"
"02 Aug 2018","-","-","-","10668.94"
"01 Aug 2018","-","-","-","10675.22"
"31 Jul 2018","-","-","-","10649.51"
"30 Jul 2018","-","-","-","10570.47"
"27 Jul 2018","-","-","-","10570.64"
"26 Jul 2018","-","-","-","10446.44"
"25 Jul 2018","-","-","-","10461.88"
"24 Jul 2018","-","-","-","10505.47"
"23 Jul 2018","-","-","-","10390.25"
"20 Jul 2018","-","-","-","10264.09"
"19 Jul 2018","-","-","-","10121.26"
"18 Jul 2018","-","-","-","10209.56"
"17 Jul 2018","-","-","-","10258.69"
"16 Jul 2018","-","-","-","10137.57"
"13 Jul 2018","-","-","-","10306.46"
"12 Jul 2018","-","-","-","10402.80"
"11 Jul 2018","-","-","-","10420.95"
"10 Jul 2018","-","-","-","10465.58"
"09 Jul 2018","-","-","-","10397.39"
"06 Jul 2018","-","-","-","10227.81"
"05 Jul 2018","-","-","-","10193.56"
"04 Jul 2018","-","-","-","10221.06"
"03 Jul 2018","-","-","-","10187.78"
"02 Jul 2018","-","-","-","10150.60"
"29 Jun 2018","-","-","-","10148.98"
"28 Jun 2018","-","-","-","10001.47"
"27 Jun 2018","-","-","-","10141.03"
"26 Jun 2018","-","-","-","10215.27"
"25 Jun 2018","-","-","-","10222.67"
"22 Jun 2018","-","-","-","10255.10"
"21 Jun 2018","-","-","-","10209.66"
"20 Jun 2018","-","-","-","10202.49"
"19 Jun 2018","-","-","-","10170.62"
"18 Jun 2018","-","-","-","10279.67"
"15 Jun 2018","-","-","-","10325.28"
"14 Jun 2018","-","-","-","10362.71"
"13 Jun 2018","-","-","-","10321.87"
"12 Jun 2018","-","-","-","10375.94"
"11 Jun 2018","-","-","-","10315.43"
"08 Jun 2018","-","-","-","10341.86"
"07 Jun 2018","-","-","-","10278.84"
"06 Jun 2018","-","-","-","10194.37"
"05 Jun 2018","-","-","-","10075.76"
"04 Jun 2018","-","-","-","10207.42"
"01 Jun 2018","-","-","-","10260.24"
"31 May 2018","-","-","-","10350.83"
"30 May 2018","-","-","-","10373.03"
"29 May 2018","-","-","-","10351.90"
"28 May 2018","-","-","-","10377.16"
"25 May 2018","-","-","-","10312.03"
"24 May 2018","-","-","-","10169.86"
"23 May 2018","-","-","-","10168.72"
"22 May 2018","-","-","-","10192.81"
"21 May 2018","-","-","-","10202.86"
"18 May 2018","-","-","-","10366.39"
"17 May 2018","-","-","-","10452.32"
"16 May 2018","-","-","-","10426.12"
"15 May 2018","-","-","-","10449.35"
"14 May 2018","-","-","-","10487.39"
"11 May 2018","-","-","-","10590.17"
"10 May 2018","-","-","-","10550.60"
"09 May 2018","-","-","-","10645.58"
"08 May 2018","-","-","-","10726.55"
"07 May 2018","-","-","-","10693.26"
"04 May 2018","-","-","-","10615.97"
"03 May 2018","-","-","-","10693.22"
"02 May 2018","-","-","-","10839.18"
"30 Apr 2018","-","-","-","10926.01"
"27 Apr 2018","-","-","-","10857.74"
"26 Apr 2018","-","-","-","10791.92"
"25 Apr 2018","-","-","-","10769.33"
"24 Apr 2018","-","-","-","10808.48"
"23 Apr 2018","-","-","-","10824.14"
"20 Apr 2018","-","-","-","10790.87"
"19 Apr 2018","-","-","-","10778.92"
"18 Apr 2018","-","-","-","10726.65"
"17 Apr 2018","-","-","-","10766.40"
"16 Apr 2018","-","-","-","10745.88"
"13 Apr 2018","-","-","-","10700.92"
"12 Apr 2018","-","-","-","10666.79"
"11 Apr 2018","-","-","-","10666.17"
"10 Apr 2018","-","-","-","10651.27"
"09 Apr 2018","-","-","-","10666.14"
"06 Apr 2018","-","-","-","10659.99"
"05 Apr 2018","-","-","-","10633.04"
"04 Apr 2018","-","-","-","10510.78"
"03 Apr 2018","-","-","-","10591.33"
"02 Apr 2018","-","-","-","10584.01"
"28 Mar 2018","-","-","-","10444.54"
"27 Mar 2018","-","-","-","10403.60"
"26 Mar 2018","-","-","-","10323.03"
"23 Mar 2018","-","-","-","10255.11"
"22 Mar 2018","-","-","-","10337.56"
"21 Mar 2018","-","-","-","10404.26"
"20 Mar 2018","-","-","-","10334.21"
"19 Mar 2018","-","-","-","10294.44"
"16 Mar 2018","-","-","-","10421.69"
"15 Mar 2018","-","-","-","10537.74"
"14 Mar 2018","-","-","-","10502.04"
"13 Mar 2018","-","-","-","10482.22"
"12 Mar 2018","-","-","-","10434.10"
"09 Mar 2018","-","-","-","10362.28"
"08 Mar 2018","-","-","-","10320.69"
"07 Mar 2018","-","-","-","10262.69"
"06 Mar 2018","-","-","-","10355.01"
"05 Mar 2018","-","-","-","10421.93"
"01 Mar 2018","-","-","-","10457.78"
"28 Feb 2018","-","-","-","10469.85"
"27 Feb 2018","-","-","-","10448.32"
"26 Feb 2018","-","-","-","10440.86"
"23 Feb 2018","-","-","-","10399.86"
"22 Feb 2018","-","-","-","10240.32"
"21 Feb 2018","-","-","-","10303.48"
"20 Feb 2018","-","-","-","10260.47"
"19 Feb 2018","-","-","-","10283.83"
"16 Feb 2018","-","-","-","10402.94"
"15 Feb 2018","-","-","-","10434.31"
"14 Feb 2018","-","-","-","10491.41"
"12 Feb 2018","-","-","-","10467.12"
"09 Feb 2018","-","-","-","10319.25"
"08 Feb 2018","-","-","-","10294.72"
"07 Feb 2018","-","-","-","10144.00"
"06 Feb 2018","-","-","-","10078.27"
"05 Feb 2018","-","-","-","10271.00"
"02 Feb 2018","-","-","-","10378.65"
"01 Feb 2018","-","-","-","10719.03"
"31 Jan 2018","-","-","-","10794.13"
"30 Jan 2018","-","-","-","10963.58"
"29 Jan 2018","-","-","-","11086.60"
"25 Jan 2018","-","-","-","11145.61"
"24 Jan 2018","-","-","-","11231.13"
"23 Jan 2018","-","-","-","11267.22"
"22 Jan 2018","-","-","-","11232.71"
"19 Jan 2018","-","-","-","11181.02"
"18 Jan 2018","-","-","-","11030.62"
"17 Jan 2018","-","-","-","11118.32"
"16 Jan 2018","-","-","-","11059.81"
"15 Jan 2018","-","-","-","11150.60"
"12 Jan 2018","-","-","-","11150.91"
"11 Jan 2018","-","-","-","11161.02"
"10 Jan 2018","-","-","-","11128.07"
"09 Jan 2018","-","-","-","11172.65"
"08 Jan 2018","-","-","-","11181.50"
"05 Jan 2018","-","-","-","11153.73"
"04 Jan 2018","-","-","-","11046.59"
"03 Jan 2018","-","-","-","11020.55"
"02 Jan 2018","-","-","-","10969.62"
"01 Jan 2018","-","-","-","11043.69"
"29 Dec 2017","-","-","-","11077.20"
"29 Dec 2017","-","-","-","11077.20"
"28 Dec 2017","-","-","-","10957.74"
"28 Dec 2017","-","-","-","10957.74"
"27 Dec 2017","-","-","-","10950.78"
"27 Dec 2017","-","-","-","10950.78"
"26 Dec 2017","-","-","-","10953.87"
"26 Dec 2017","-","-","-","10953.87"
"22 Dec 2017","-","-","-","10908.51"
"22 Dec 2017","-","-","-","10908.51"
"21 Dec 2017","-","-","-","10837.30"
"21 Dec 2017","-","-","-","10837.30"
"20 Dec 2017","-","-","-","10754.57"
"20 Dec 2017","-","-","-","10754.57"
"19 Dec 2017","-","-","-","10754.06"
"19 Dec 2017","-","-","-","10754.06"
"18 Dec 2017","-","-","-","10637.63"
"18 Dec 2017","-","-","-","10637.63"
"15 Dec 2017","-","-","-","10506.50"
"15 Dec 2017","-","-","-","10506.50"
"14 Dec 2017","-","-","-","10379.62"
"14 Dec 2017","-","-","-","10379.62"
"13 Dec 2017","-","-","-","10408.54"
"13 Dec 2017","-","-","-","10408.54"
"12 Dec 2017","-","-","-","10448.37"
"12 Dec 2017","-","-","-","10448.37"
"11 Dec 2017","-","-","-","10502.54"
"11 Dec 2017","-","-","-","10502.54"
"08 Dec 2017","-","-","-","10425.14"
"08 Dec 2017","-","-","-","10425.14"
"07 Dec 2017","-","-","-","10351.11"
"07 Dec 2017","-","-","-","10351.11"
"06 Dec 2017","-","-","-","10236.36"
"06 Dec 2017","-","-","-","10236.36"
"05 Dec 2017","-","-","-","10297.08"
"05 Dec 2017","-","-","-","10297.08"
"04 Dec 2017","-","-","-","10319.93"
"04 Dec 2017","-","-","-","10319.93"
"01 Dec 2017","-","-","-","10261.37"
"01 Dec 2017","-","-","-","10261.37"
"30 Nov 2017","-","-","-","10324.65"
"30 Nov 2017","-","-","-","10324.65"
"29 Nov 2017","-","-","-","10321.95"
"29 Nov 2017","-","-","-","10321.95"
"28 Nov 2017","-","-","-","10310.46"
"28 Nov 2017","-","-","-","10310.46"
"27 Nov 2017","-","-","-","10291.42"
"27 Nov 2017","-","-","-","10291.42"
"24 Nov 2017","-","-","-","10236.73"
"24 Nov 2017","-","-","-","10236.73"
"23 Nov 2017","-","-","-","10172.83"
"23 Nov 2017","-","-","-","10172.83"
"22 Nov 2017","-","-","-","10145.59"
"22 Nov 2017","-","-","-","10145.59"
"21 Nov 2017","-","-","-","10156.54"
"21 Nov 2017","-","-","-","10156.54"
"20 Nov 2017","-","-","-","10097.44"
"20 Nov 2017","-","-","-","10097.44"
"17 Nov 2017","-","-","-","10034.54"
"17 Nov 2017","-","-","-","10034.54"
"16 Nov 2017","-","-","-","9993.12"
"16 Nov 2017","-","-","-","9993.12"
"15 Nov 2017","-","-","-","9877.22"
"15 Nov 2017","-","-","-","9877.22"
"14 Nov 2017","-","-","-","9934.61"
"14 Nov 2017","-","-","-","9934.61"
"13 Nov 2017","-","-","-","9938.18"
"13 Nov 2017","-","-","-","9938.18"
"10 Nov 2017","-","-","-","9922.48"
"10 Nov 2017","-","-","-","9922.48"
"09 Nov 2017","-","-","-","9889.69"
"09 Nov 2017","-","-","-","9889.69"
"08 Nov 2017","-","-","-","9734.45"
"08 Nov 2017","-","-","-","9734.45"
"07 Nov 2017","-","-","-","9760.67"
"07 Nov 2017","-","-","-","9760.67"
"06 Nov 2017","-","-","-","9829.17"
"06 Nov 2017","-","-","-","9829.17"
"03 Nov 2017","-","-","-","9778.13"
"03 Nov 2017","-","-","-","9778.13"
"02 Nov 2017","-","-","-","9783.68"
"02 Nov 2017","-","-","-","9783.68"
"01 Nov 2017","-","-","-","9717.86"
"01 Nov 2017","-","-","-","9717.86"
"31 Oct 2017","-","-","-","9699.61"
"31 Oct 2017","-","-","-","9699.61"
"30 Oct 2017","-","-","-","9676.36"
"30 Oct 2017","-","-","-","9676.36"
"27 Oct 2017","-","-","-","9586.37"
"27 Oct 2017","-","-","-","9586.37"
"26 Oct 2017","-","-","-","9566.19"
"26 Oct 2017","-","-","-","9566.19"
"25 Oct 2017","-","-","-","9552.66"
"25 Oct 2017","-","-","-","9552.66"
"24 Oct 2017","-","-","-","9520.87"
"24 Oct 2017","-","-","-","9520.87"
"23 Oct 2017","-","-","-","9490.30"
"23 Oct 2017","-","-","-","9490.30"
"19 Oct 2017","-","-","-","9447.74"
"19 Oct 2017","-","-","-","9447.74"
"18 Oct 2017","-","-","-","9470.69"
"18 Oct 2017","-","-","-","9470.69"
"17 Oct 2017","-","-","-","9482.95"
"17 Oct 2017","-","-","-","9482.95"
"16 Oct 2017","-","-","-","9418.26"
"16 Oct 2017","-","-","-","9418.26"
"13 Oct 2017","-","-","-","9363.62"
"13 Oct 2017","-","-","-","9363.62"
"12 Oct 2017","-","-","-","9342.09"
"12 Oct 2017","-","-","-","9342.09"
"11 Oct 2017","-","-","-","9283.76"
"11 Oct 2017","-","-","-","9283.76"
"10 Oct 2017","-","-","-","9333.33"
"10 Oct 2017","-","-","-","9333.33"
"09 Oct 2017","-","-","-","9255.84"
"09 Oct 2017","-","-","-","9255.84"
"06 Oct 2017","-","-","-","9271.57"
"06 Oct 2017","-","-","-","9271.57"
"05 Oct 2017","-","-","-","9218.32"
"05 Oct 2017","-","-","-","9218.32"
"04 Oct 2017","-","-","-","9208.30"
"04 Oct 2017","-","-","-","9208.30"
"03 Oct 2017","-","-","-","9148.59"
"03 Oct 2017","-","-","-","9148.59"
"29 Sep 2017","-","-","-","9116.92"
"29 Sep 2017","-","-","-","9116.92"
"28 Sep 2017","-","-","-","9025.52"
"28 Sep 2017","-","-","-","9025.52"
"27 Sep 2017","-","-","-","8973.74"
"27 Sep 2017","-","-","-","8973.74"
"26 Sep 2017","-","-","-","9112.46"
"26 Sep 2017","-","-","-","9112.46"
"25 Sep 2017","-","-","-","9090.81"
"25 Sep 2017","-","-","-","9090.81"
"22 Sep 2017","-","-","-","9241.90"
"22 Sep 2017","-","-","-","9241.90"
"21 Sep 2017","-","-","-","9412.05"
"21 Sep 2017","-","-","-","9412.05"
"20 Sep 2017","-","-","-","9400.74"
"20 Sep 2017","-","-","-","9400.74"
"19 Sep 2017","-","-","-","9458.62"
"19 Sep 2017","-","-","-","9458.62"
"18 Sep 2017","-","-","-","9435.77"
"18 Sep 2017","-","-","-","9435.77"
"15 Sep 2017","-","-","-","9366.34"
"15 Sep 2017","-","-","-","9366.34"
"14 Sep 2017","-","-","-","9320.72"
"14 Sep 2017","-","-","-","9320.72"
"13 Sep 2017","-","-","-","9246.31"
"13 Sep 2017","-","-","-","9246.31"
"12 Sep 2017","-","-","-","9300.39"
"12 Sep 2017","-","-","-","9300.39"
"11 Sep 2017","-","-","-","9222.42"
"11 Sep 2017","-","-","-","9222.42"
"08 Sep 2017","-","-","-","9184.67"
"08 Sep 2017","-","-","-","9184.67"
"07 Sep 2017","-","-","-","9144.34"
"07 Sep 2017","-","-","-","9144.34"
"06 Sep 2017","-","-","-","9124.92"
"06 Sep 2017","-","-","-","9124.92"
"05 Sep 2017","-","-","-","9112.45"
"05 Sep 2017","-","-","-","9112.45"
"04 Sep 2017","-","-","-","9051.29"
"04 Sep 2017","-","-","-","9051.29"
"01 Sep 2017","-","-","-","9089.39"
"01 Sep 2017","-","-","-","9089.39"
"31 Aug 2017","-","-","-","9027.69"
"31 Aug 2017","-","-","-","9027.69"
"30 Aug 2017","-","-","-","8953.20"
"30 Aug 2017","-","-","-","8953.20"
"29 Aug 2017","-","-","-","8875.10"
"29 Aug 2017","-","-","-","8875.10"
"28 Aug 2017","-","-","-","8970.79"
"28 Aug 2017","-","-","-","8970.79"
"24 Aug 2017","-","-","-","8941.46"
"24 Aug 2017","-","-","-","8941.46"
"23 Aug 2017","-","-","-","8861.14"
"23 Aug 2017","-","-","-","8861.14"
"22 Aug 2017","-","-","-","8804.05"
"22 Aug 2017","-","-","-","8804.05"
"21 Aug 2017","-","-","-","8825.85"
